City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Gilgit,PK,2021-05-25 22:37:43,35.9221,74.3087,64.67,49,50,2.51
293,Yumen,CN,2021-05-25 22:37:44,40.2833,97.2,59.49,19,14,6.02
294,Baykit,RU,2021-05-25 22:37:44,61.67,96.37,30.63,75,100,9.73
295,Salalah,OM,2021-05-25 22:37:45,17.0151,54.0924,82.49,78,20,4.61
296,San Quintin,MX,2021-05-25 22:37:45,30.4833,-115.95,69.35,58,37,10.29
297,Leshukonskoye,RU,2021-05-25 22:33:07,64.8989,45.7622,29.75,90,95,6.85
298,Novosokolniki,RU,2021-05-25 22:37:46,56.3463,30.1578,54.23,79,100,6.38
299,Potiskum,NG,2021-05-25 22:37:46,11.7091,11.0694,84.74,11,29,6.93
300,Mitsamiouli,KM,2021-05-25 22:37:47,-11.3847,43.2844,77.65,71,25,9.13
301,Hartselle,US,2021-05-25 22:37:47,34.4434,-86.9353,90.64,52,48,4.12
302,Tahe,CN,2021-05-25 22:37:48,52.3333,124.7333,40.46,97,100,0.98
303,Te Anau,NZ,2021-05-25 22:37:48,-45.4167,167.7167,44.82,65,78,1.77
304,Biloela,AU,2021-05-25 22:37:49,-24.4167,150.5,67.37,59,1,0.51
305,Prosperous,IE,2021-05-25 22:37:49,53.2903,-6.7539,50.05,94,9,4.99
306,Lata,PT,2021-05-25 22:37:50,40.1629,-8.3327,61.72,81,100,1.86
307,Shache,CN,2021-05-25 22:37:51,38.4167,77.2406,64.6,20,87,2.95
308,Besuki,ID,2021-05-25 22:37:51,-7.7338,113.6979,77.83,80,28,2.68
309,Zonguldak,TR,2021-05-25 22:37:52,41.25,31.8333,48.43,80,1,3.49
310,Podor,MR,2021-05-25 22:37:52,16.6527,-14.9587,94.95,28,0,6.91
311,Tevaitoa,PF,2021-05-25 22:37:53,-16.7833,-151.5,80.89,72,49,10.76
312,Malinovoye Ozero,RU,2021-05-25 22:37:53,51.6753,79.7825,70.27,40,7,4.27
313,Codrington,AU,2021-05-25 22:37:54,-38.2667,141.9667,52.93,61,97,21.07
314,Lira,UG,2021-05-25 22:37:54,2.235,32.9097,65.52,92,65,3.69
315,Cap Malheureux,MU,2021-05-25 22:37:55,-19.9842,57.6142,72.09,81,8,1.99
316,Pogranichnyy,RU,2021-05-25 22:37:55,44.4064,131.3769,59.22,39,76,8.03
317,Zaozerne,UA,2021-05-25 22:37:56,45.1582,33.2787,55.94,87,9,2.68
318,Itarema,BR,2021-05-25 22:37:56,-2.9248,-39.9167,78.82,76,35,12.3
319,Kanniyakumari,IN,2021-05-25 22:37:57,8.0833,77.5667,77.36,93,100,23.71
320,Bud,US,2021-05-25 22:37:57,39.447,-86.1758,86.09,51,69,8.1
321,Hutang,CN,2021-05-25 22:37:58,31.5333,119.4833,66.33,90,100,9.22
322,Gwadar,PK,2021-05-25 22:37:59,25.1216,62.3254,84.74,83,27,9.24
323,Ishinomaki,JP,2021-05-25 22:37:59,38.4167,141.3,60.8,68,25,15.14
324,Isabela,PH,2021-05-25 22:38:00,6.7085,121.9711,77.05,82,99,1.99
325,Lasa,IT,2021-05-25 22:38:00,46.6166,10.7002,49.08,61,36,1.23
326,Hun,LY,2021-05-25 22:38:01,29.1268,15.9477,82.09,22,2,9.8
327,Nuevo Progreso,MX,2021-05-25 22:38:02,23.1667,-97.95,92.59,66,7,4.0
328,Gat,IL,2021-05-25 22:38:02,31.61,34.7642,77.4,55,0,2.62
329,Suluq,LY,2021-05-25 22:38:03,31.6682,20.2521,78.93,14,0,6.49
330,Awbari,LY,2021-05-25 22:38:03,26.5921,12.7805,90.09,9,0,9.37
331,Harper,LR,2021-05-25 22:38:04,4.375,-7.7169,80.04,85,65,5.99
332,Nemuro,JP,2021-05-25 22:38:04,43.3236,145.575,44.8,92,100,3.06
333,Mana,GF,2021-05-25 22:38:05,5.6592,-53.7767,78.39,92,100,5.97
334,Yilan,TW,2021-05-25 22:38:05,24.757,121.753,82.36,99,12,1.61
335,Araouane,ML,2021-05-25 22:38:07,18.9048,-3.5265,99.09,16,100,7.05
336,Consolacion Del Sur,CU,2021-05-25 22:38:07,22.5047,-83.5136,87.42,40,99,10.02
337,Kabanjahe,ID,2021-05-25 22:38:08,3.1001,98.4908,63.36,96,68,1.77
338,Lazaro Cardenas,MX,2021-05-25 22:38:08,17.9583,-102.2,86.32,48,76,14.18
339,Cururupu,BR,2021-05-25 22:38:09,-1.8283,-44.8683,76.48,90,41,3.24
340,Torbay,CA,2021-05-25 22:38:09,47.6666,-52.7314,48.58,69,90,27.63
341,Otradnoye,RU,2021-05-25 22:38:10,59.7775,30.8181,48.25,84,99,5.41
342,Bilma,NE,2021-05-25 22:38:10,18.6853,12.9164,87.4,7,0,5.39
343,Carnarvon,AU,2021-05-25 22:38:11,-24.8667,113.6333,48.27,81,92,9.22
344,Saldanha,ZA,2021-05-25 22:38:11,-33.0117,17.9442,50.05,81,9,3.58
345,Morant Bay,JM,2021-05-25 22:38:12,17.8815,-76.4093,85.62,75,20,10.87
346,Massaguet,TD,2021-05-25 22:38:12,12.4755,15.4365,87.84,12,48,10.67
347,Berea,US,2021-05-25 22:33:35,41.3662,-81.8543,88.86,33,75,14.97
348,Sao Filipe,CV,2021-05-25 22:38:13,14.8961,-24.4956,74.32,73,0,9.24
349,Keflavik,IS,2021-05-25 22:38:14,64.0049,-22.5624,48.11,76,75,23.02
350,Methoni,GR,2021-05-25 22:38:15,36.8197,21.7049,73.22,62,9,11.34
351,Calama,CL,2021-05-25 22:38:15,-22.4667,-68.9333,68.49,8,90,16.11
352,Arvika,SE,2021-05-25 22:38:15,59.6553,12.5852,52.5,87,100,10.89
353,Isangel,VU,2021-05-25 22:38:16,-19.55,169.2667,77.11,50,20,12.86
354,Paamiut,GL,2021-05-25 22:38:16,61.994,-49.6678,35.2,70,78,8.25
355,Tyup,KG,2021-05-25 22:38:17,42.7276,78.3648,52.38,56,83,3.42
356,Florianopolis,BR,2021-05-25 22:33:52,-27.6146,-48.5012,60.62,70,0,4.61
357,Natal,BR,2021-05-25 22:34:26,-5.795,-35.2094,79.45,78,20,8.55
358,Saint-Joseph,RE,2021-05-25 22:38:18,-21.3667,55.6167,71.96,84,31,8.05
359,Staryy Nadym,RU,2021-05-25 22:38:18,65.6118,72.6842,40.87,70,100,12.57
360,Avera,US,2021-05-25 22:38:19,33.194,-82.5271,93.88,35,55,8.16
361,Meulaboh,ID,2021-05-25 22:38:19,4.1363,96.1285,77.63,86,92,5.08
362,Gamboma,CG,2021-05-25 22:38:20,-1.8764,15.8644,74.66,79,78,2.39
363,Baykalovo,RU,2021-05-25 22:38:20,57.3981,63.7684,56.73,79,55,6.46
364,Mabaruma,GY,2021-05-25 22:38:21,8.2,-59.7833,74.14,98,76,3.69
365,Les Cayes,HT,2021-05-25 22:38:21,18.2,-73.75,80.46,80,45,7.38
366,Aksu,CN,2021-05-25 22:38:22,41.1231,80.2644,69.76,15,100,3.89
367,Taoudenni,ML,2021-05-25 22:38:22,22.6783,-3.9836,102.6,13,83,7.38
368,Manokwari,ID,2021-05-25 22:38:23,-0.8667,134.0833,76.01,94,100,5.61
369,Ashta,IN,2021-05-25 22:38:23,23.0167,76.7167,87.98,28,100,15.86
370,Zhaodong,CN,2021-05-25 22:38:24,46.0833,125.9833,57.22,25,6,8.75
371,Fairbanks,US,2021-05-25 22:36:36,64.8378,-147.7164,68.23,33,75,14.97
372,Maraba,BR,2021-05-25 22:34:10,-5.3686,-49.1178,77.4,80,22,1.28
373,Okha,RU,2021-05-25 22:38:25,53.5739,142.9478,37.22,82,100,7.7
374,Mjolby,SE,2021-05-25 22:38:25,58.326,15.1237,49.73,97,100,13.51
375,Coari,BR,2021-05-25 22:38:26,-4.085,-63.1414,75.63,96,83,2.48
376,Puerto Ayacucho,VE,2021-05-25 22:38:26,5.6639,-67.6236,75.11,95,100,2.44
377,Villa Union,MX,2021-05-25 22:38:27,23.2,-106.2333,87.76,37,20,8.05
378,Rochegda,RU,2021-05-25 22:38:27,62.8,43.25,36.84,93,100,6.22
379,Chop,UA,2021-05-25 22:38:28,48.432,22.2055,60.08,86,39,12.41
380,Egvekinot,RU,2021-05-25 22:38:28,66.3167,-179.1667,37.53,79,99,11.18
381,Pemba,MZ,2021-05-25 22:38:29,-12.974,40.5178,72.3,88,20,10.36
382,Karad,IN,2021-05-25 22:38:29,17.2833,74.2,74.3,83,100,9.4
383,Olafsvik,IS,2021-05-25 22:38:30,64.8945,-23.7142,46.45,80,93,16.4
384,Da Lat,VN,2021-05-25 22:38:30,11.9465,108.4419,61.0,99,100,1.9
385,Haines Junction,CA,2021-05-25 22:38:31,60.7522,-137.5108,51.75,71,94,3.44
386,Radovan,RO,2021-05-25 22:38:32,44.1667,23.6167,65.21,93,46,4.76
387,Tiksi,RU,2021-05-25 22:38:32,71.6872,128.8694,34.36,86,26,0.89
388,Camacha,PT,2021-05-25 22:38:33,33.0833,-16.3333,62.53,63,75,17.27
389,Bonthe,SL,2021-05-25 22:38:33,7.5264,-12.505,79.93,85,100,4.07
390,Fairview,US,2021-05-25 22:38:33,40.8126,-73.999,79.83,63,1,5.75
391,Bousse,BF,2021-05-25 22:38:34,12.6606,-1.8922,87.37,32,98,7.36
392,Wanaka,NZ,2021-05-25 22:38:35,-44.7,169.15,47.46,34,86,2.04
393,Karratha,AU,2021-05-25 22:38:36,-20.7377,116.8463,66.13,63,0,17.16
394,Razdolinsk,RU,2021-05-25 22:38:36,58.4211,94.6658,37.83,57,83,3.71
395,Mehamn,NO,2021-05-25 22:38:37,71.0357,27.8492,35.8,72,30,5.66
396,Hlotse,LS,2021-05-25 22:38:37,-28.8718,28.045,43.77,65,100,1.66
397,Plainview,US,2021-05-25 22:38:38,40.7765,-73.4673,77.77,69,1,4.0
398,Stara Vyzhivka,UA,2021-05-25 22:38:38,51.4376,24.44,50.29,94,97,14.29
399,Nelson Bay,AU,2021-05-25 22:38:39,-32.7167,152.15,64.69,84,74,5.48
400,Nuuk,GL,2021-05-25 22:38:39,64.1835,-51.7216,36.21,75,20,10.36
401,Tucuman,AR,2021-05-25 22:38:40,-26.8241,-65.2226,64.4,59,0,2.71
402,Aswan,EG,2021-05-25 22:38:40,24.0934,32.907,84.15,14,0,9.53
403,Pangnirtung,CA,2021-05-25 22:38:41,66.1451,-65.7125,30.2,69,90,9.22
404,Rocky Mountain House,CA,2021-05-25 22:38:41,52.3668,-114.9188,53.71,50,100,5.75
405,Coihaique,CL,2021-05-25 22:33:52,-45.5752,-72.0662,39.81,87,90,5.75
406,Muros,ES,2021-05-25 22:38:42,42.7762,-9.0603,54.84,72,100,11.25
407,Bubaque,GW,2021-05-25 22:38:43,11.2833,-15.8333,79.88,75,59,10.71
408,Carbonia,IT,2021-05-25 22:34:05,39.1672,8.5222,61.0,61,50,6.8
409,Socorro,US,2021-05-25 22:38:43,31.6546,-106.3033,94.21,6,20,14.27
410,Fort Nelson,CA,2021-05-25 22:38:44,58.8053,-122.7002,47.79,31,90,6.91
411,Berezayka,RU,2021-05-25 22:38:44,57.9883,33.9036,46.71,87,98,3.98
412,North Bend,US,2021-05-25 22:38:44,43.4065,-124.2243,61.99,82,90,11.5
413,Mecca,SA,2021-05-25 22:38:45,21.4267,39.8261,87.33,37,82,3.22
414,Baneh,IR,2021-05-25 22:38:46,35.9975,45.8853,52.93,71,73,4.79
415,Sao Jose Da Coroa Grande,BR,2021-05-25 22:38:46,-8.8978,-35.1478,77.52,83,46,6.96
416,Labuhan,ID,2021-05-25 22:38:47,-6.8844,112.2051,77.18,87,20,6.06
417,Qidong,CN,2021-05-25 22:38:48,31.8128,121.6561,75.04,84,100,12.75
418,Kavaratti,IN,2021-05-25 22:38:48,10.5669,72.642,83.25,75,100,15.88
419,Fort Morgan,US,2021-05-25 22:38:48,40.2503,-103.8,77.65,19,1,0.0
420,Ginda,IN,2021-05-25 22:38:49,30.6945,78.4932,58.08,40,0,9.01
421,Kotelnikovo,RU,2021-05-25 22:38:49,47.6317,43.1461,63.34,75,81,9.26
422,Hukuntsi,BW,2021-05-25 22:38:50,-24.0,21.75,56.23,38,99,9.15
423,Port Keats,AU,2021-05-25 22:38:50,-14.25,129.55,74.71,60,8,9.82
424,Domoni,KM,2021-05-25 22:38:51,-12.2569,44.5319,75.65,78,44,8.84
425,Bombarral,PT,2021-05-25 22:38:51,39.2672,-9.158,62.42,84,100,11.39
426,Redding,US,2021-05-25 22:38:51,40.5865,-122.3917,83.93,24,2,1.99
427,Petropavlovsk-Kamchatskiy,RU,2021-05-25 22:38:52,53.0452,158.6483,41.59,65,97,9.75
428,Rovenki,UA,2021-05-25 22:38:52,48.0833,39.3776,57.13,78,5,4.59
429,Mayo,US,2021-05-25 22:38:53,38.8876,-76.5119,81.23,77,1,1.01
430,Palmer,US,2021-05-25 22:38:53,42.1584,-72.3287,77.45,57,75,5.01
431,Xiaoweizhai,CN,2021-05-25 22:38:54,26.1903,107.5125,69.58,96,100,5.55
432,Nosy Varika,MG,2021-05-25 22:38:55,-20.5833,48.5333,66.9,91,30,5.55
433,Buchen,DE,2021-05-25 22:38:55,49.5239,9.3231,51.08,86,61,9.69
434,Praia Da Vitoria,PT,2021-05-25 22:38:56,38.7333,-27.0667,64.76,82,75,15.26
435,Emerald,AU,2021-05-25 22:38:56,-23.5333,148.1667,64.35,88,2,4.61
436,Tiznit,MA,2021-05-25 22:38:56,29.5833,-9.5,63.52,72,100,3.49
437,Newberry,US,2021-05-25 22:38:57,34.2746,-81.6187,86.02,69,87,2.68
438,Tosya,TR,2021-05-25 22:38:58,41.0155,34.0401,54.9,73,0,0.85
439,Ferrol,ES,2021-05-25 22:38:58,43.4832,-8.2369,56.26,77,100,7.38
440,Acarau,BR,2021-05-25 22:38:59,-2.8856,-40.12,78.82,77,31,13.42
441,Berlevag,NO,2021-05-25 22:38:59,70.8578,29.0864,36.21,71,39,7.96
442,Canavieiras,BR,2021-05-25 22:39:00,-15.675,-38.9472,73.92,82,23,4.45
443,Honiara,SB,2021-05-25 22:39:00,-9.4333,159.95,82.35,74,83,4.16
444,Cedar City,US,2021-05-25 22:39:01,37.6775,-113.0619,75.4,8,1,29.93
445,Vila Franca Do Campo,PT,2021-05-25 22:39:01,37.7167,-25.4333,66.61,85,100,9.69
446,Aneby,SE,2021-05-25 22:39:02,57.839,14.8102,48.2,99,100,8.1
447,Vadso,NO,2021-05-25 22:39:02,70.0744,29.7487,38.28,80,75,18.41
448,Biltine,TD,2021-05-25 22:39:03,14.5333,20.9167,84.13,8,8,5.21
449,Salinopolis,BR,2021-05-25 22:39:03,-0.6136,-47.3561,80.85,80,84,12.03
450,Menongue,AO,2021-05-25 22:39:04,-14.6585,17.691,52.84,63,0,5.21
451,Bartica,GY,2021-05-25 22:39:04,6.4,-58.6167,80.92,99,100,2.19
452,Ossora,RU,2021-05-25 22:39:05,59.2353,163.0719,35.29,99,100,5.88
453,Tibati,CM,2021-05-25 22:39:05,6.4667,12.6333,69.01,95,100,3.09
454,Kirakira,SB,2021-05-25 22:39:06,-10.4544,161.9205,81.0,68,89,10.2
455,Lake Havasu City,US,2021-05-25 22:39:06,34.4839,-114.3224,101.25,5,1,4.0
456,Grand-Santi,GF,2021-05-25 22:39:07,4.25,-54.3833,75.07,98,100,2.3
457,Milkovo,RU,2021-05-25 22:39:07,54.7167,158.6167,47.46,68,95,4.21
458,Nizwa,OM,2021-05-25 22:39:08,22.9333,57.5333,88.3,22,0,2.01
459,Norman Wells,CA,2021-05-25 22:39:08,65.282,-126.8329,60.84,23,20,12.66
460,Longonjo,AO,2021-05-25 22:39:09,-12.9067,15.2533,56.97,58,2,2.71
461,Svencionys,LT,2021-05-25 22:39:10,55.15,26.1667,54.91,97,100,11.05
462,Manacapuru,BR,2021-05-25 22:39:10,-3.2997,-60.6206,82.98,87,36,3.2
463,Kholmogory,RU,2021-05-25 22:39:11,64.2229,41.656,35.71,89,98,4.97
464,Margate,GB,2021-05-25 22:39:11,51.3813,1.3862,50.92,72,70,1.01
465,Alofi,NU,2021-05-25 22:39:12,-19.0595,-169.9187,75.09,94,90,16.11
466,Sann,PK,2021-05-25 22:39:12,26.0418,68.1378,82.31,56,0,4.36
467,Vestmannaeyjar,IS,2021-05-25 22:39:13,63.4427,-20.2734,45.41,89,80,24.0
468,Log,RU,2021-05-25 22:39:13,49.4844,43.8613,57.79,85,95,10.04
469,Kulotino,RU,2021-05-25 22:39:14,58.45,33.3833,45.55,92,93,5.21
470,Guaratinga,BR,2021-05-25 22:35:17,-16.5667,-39.5667,77.67,93,46,2.28
471,Grants,US,2021-05-25 22:39:15,35.1473,-107.8514,79.03,6,1,5.75
472,Iquique,CL,2021-05-25 22:37:23,-20.2208,-70.1431,60.84,78,71,7.92
473,Barao De Melgaco,BR,2021-05-25 22:39:16,-16.1944,-55.9675,84.72,53,22,5.01
474,Rocha,UY,2021-05-25 22:39:16,-34.4833,-54.3333,47.7,73,0,6.55
475,Lahaina,US,2021-05-25 22:36:47,20.8783,-156.6825,87.8,65,40,9.22
476,Vestmanna,FO,2021-05-25 22:39:17,62.1564,-7.1664,47.32,87,75,10.45
477,Rio Grande,BR,2021-05-25 22:35:55,-32.035,-52.0986,48.94,72,0,9.91
478,Saint-Francois,FR,2021-05-25 22:39:18,46.4154,3.9054,48.47,88,0,3.44
479,Baruun-Urt,MN,2021-05-25 22:39:18,46.6806,113.2792,45.68,68,39,10.51
480,Toba,JP,2021-05-25 22:39:19,34.4833,136.85,69.03,66,61,4.0
481,Benton Harbor,US,2021-05-25 22:34:30,42.1167,-86.4542,86.65,39,40,14.97
482,Jacareacanga,BR,2021-05-25 22:39:19,-6.2222,-57.7528,81.81,67,90,1.19
483,Petatlan,MX,2021-05-25 22:39:20,17.5167,-101.2667,89.4,38,100,6.91
484,Oranjemund,NA,2021-05-25 22:39:20,-28.55,16.4333,57.6,97,27,3.85
485,Mosquera,CO,2021-05-25 22:39:21,4.7059,-74.2302,60.89,82,75,8.05
486,Anadyr,RU,2021-05-25 22:39:21,64.75,177.4833,43.3,70,40,24.0
487,Leo,BF,2021-05-25 22:39:22,11.1,-2.1,88.38,40,51,3.47
488,Bjornevatn,NO,2021-05-25 22:39:22,69.6672,29.9847,37.74,70,75,4.61
489,Charters Towers,AU,2021-05-25 22:36:07,-20.1,146.2667,69.4,63,57,12.66
490,Roros,NO,2021-05-25 22:39:23,62.5747,11.3842,42.64,75,90,3.44
491,Rock Springs,US,2021-05-25 22:39:23,41.5875,-109.2029,65.23,28,75,3.0
492,Tenenkou,ML,2021-05-25 22:39:24,14.4572,-4.9169,92.62,35,95,12.66
493,Poum,NC,2021-05-25 22:39:24,-20.2333,164.0167,74.14,56,94,14.12
494,Korla,CN,2021-05-25 22:39:11,41.7597,86.1469,71.71,22,26,5.21
495,Kontagora,NG,2021-05-25 22:39:25,10.3999,5.4695,84.72,47,78,5.26
496,Rosetown,CA,2021-05-25 22:39:25,51.5501,-108.0014,44.58,71,100,12.66
497,Goulburn,AU,2021-05-25 22:39:26,-34.75,149.7167,48.65,86,22,16.96
498,Nantucket,US,2021-05-25 22:36:10,41.2835,-70.0995,63.97,77,1,17.27
499,Banjar,ID,2021-05-25 22:39:27,-8.19,114.9675,80.46,88,62,1.95
500,Tuatapere,NZ,2021-05-25 22:39:27,-46.1333,167.6833,45.84,58,76,4.07
501,Zverinogolovskoye,RU,2021-05-25 22:39:27,54.4586,64.8542,71.13,39,17,9.26
502,Aitape,PG,2021-05-25 22:39:28,-3.1374,142.3475,81.45,79,87,2.8
503,Londoko,RU,2021-05-25 22:39:28,49.0333,131.9833,53.55,59,39,2.68
504,Praxedis Guerrero,MX,2021-05-25 22:39:29,31.3667,-106.0167,94.59,6,3,14.18
505,Ballina,AU,2021-05-25 22:39:30,-28.8667,153.5667,58.78,100,4,0.0
506,Adrar,MR,2021-05-25 22:39:30,20.5022,-10.0711,87.62,21,89,15.14
507,Aden,YE,2021-05-25 22:39:31,12.7794,45.0367,85.41,72,21,12.66
508,Krasnokamensk,RU,2021-05-25 22:39:31,50.0979,118.0369,43.95,63,100,4.65
509,Myitkyina,MM,2021-05-25 22:39:32,25.3833,97.4,74.7,99,98,1.57
510,Haian,CN,2021-05-25 22:39:32,32.5436,120.45,69.98,93,100,6.55
511,Shimoda,JP,2021-05-25 22:36:12,34.6667,138.95,72.1,54,66,11.43
512,Smoljan,ME,2021-05-25 22:39:33,43.0924,19.2286,45.41,89,0,2.13
513,Fasa,IR,2021-05-25 22:39:34,28.9383,53.6482,69.04,26,0,0.0
514,Ancud,CL,2021-05-25 22:39:34,-41.8697,-73.8203,51.42,96,100,22.66
515,Udachnyy,RU,2021-05-25 22:39:35,66.4167,112.4,45.05,76,95,10.89
516,Paso De Los Toros,UY,2021-05-25 22:39:35,-32.8167,-56.5167,53.94,87,1,5.82
517,Miyako,JP,2021-05-25 22:39:36,39.6367,141.9525,59.05,61,40,2.33
518,Chisec,GT,2021-05-25 22:39:36,15.8167,-90.2833,89.83,83,77,3.83
519,Sciacca,IT,2021-05-25 22:39:37,37.5082,13.0881,63.45,74,31,7.99
520,Belomorsk,RU,2021-05-25 22:35:11,64.5232,34.7668,33.51,78,68,2.68
521,Sangar,RU,2021-05-25 22:39:38,63.9242,127.4739,54.91,58,88,3.31
522,Gambela,ET,2021-05-25 22:39:38,8.25,34.5833,71.87,90,60,2.57
523,Knysna,ZA,2021-05-25 22:39:39,-34.0363,23.0471,57.58,91,100,3.96
524,Cairns,AU,2021-05-25 22:39:39,-16.9167,145.7667,70.95,96,90,10.36
525,Ambilobe,MG,2021-05-25 22:39:39,-13.2,49.05,67.64,92,25,2.82
526,Beyneu,KZ,2021-05-25 22:39:40,45.3167,55.2,81.9,18,30,2.75
527,Zinder,NE,2021-05-25 22:39:41,13.8072,8.9881,85.46,9,11,5.68
528,Husavik,IS,2021-05-25 22:39:41,66.0449,-17.3389,48.11,76,16,10.67
529,Skibbereen,IE,2021-05-25 22:39:42,51.55,-9.2667,49.8,90,100,2.77
530,Yagodnoye,RU,2021-05-25 22:39:42,62.55,149.6667,41.7,75,84,10.94
531,Houma,US,2021-05-25 22:39:43,29.5958,-90.7195,86.0,68,40,12.66
532,Tautira,PF,2021-05-25 22:39:43,-17.7333,-149.15,87.82,74,59,5.77
533,Vanimo,PG,2021-05-25 22:39:44,-2.6741,141.3028,80.55,84,79,3.78
534,Armeria,MX,2021-05-25 22:39:44,18.9333,-103.9667,96.1,55,10,8.39
535,Toamasina,MG,2021-05-25 22:39:45,-18.1667,49.3833,68.0,100,40,4.61
536,Ocampo,MX,2021-05-25 22:39:45,21.65,-101.5,74.03,33,80,7.78
537,Nongstoin,IN,2021-05-25 22:39:46,25.5167,91.2667,66.29,96,100,3.2
538,Zhigansk,RU,2021-05-25 22:39:46,66.7697,123.3711,48.69,56,100,4.03
539,Bensonville,LR,2021-05-25 22:39:47,6.4461,-10.6125,72.95,88,100,3.87
540,Makubetsu,JP,2021-05-25 22:39:47,45.3714,141.8211,50.67,81,67,13.6
541,Belyy,RU,2021-05-25 22:39:48,55.8402,32.9419,51.62,80,97,5.99
542,Westport,US,2021-05-25 22:39:48,41.1415,-73.3579,76.6,74,1,1.01
543,Sosnovo-Ozerskoye,RU,2021-05-25 22:39:49,52.5249,111.5418,40.17,70,83,5.5
544,Valera,VE,2021-05-25 22:39:49,9.3178,-70.6036,75.61,89,99,3.22
545,Rondonopolis,BR,2021-05-25 22:39:50,-16.4708,-54.6356,78.78,58,58,2.33
546,West Bay,KY,2021-05-25 22:39:50,19.3667,-81.4167,86.07,79,40,3.0
547,Faro,PT,2021-05-25 22:34:53,37.0194,-7.9322,71.38,46,0,8.05
548,Linqing,CN,2021-05-25 22:39:51,36.8456,115.7117,73.4,46,39,19.62
549,Hambantota,LK,2021-05-25 22:39:52,6.1241,81.1185,81.03,74,95,22.37
550,Ife,NG,2021-05-25 22:39:52,7.4667,4.5667,73.13,99,90,3.27
551,Mareeba,AU,2021-05-25 22:39:53,-17.0,145.4333,66.33,95,85,2.1
552,Bara,NG,2021-05-25 22:39:53,10.3744,10.7288,86.47,30,42,7.87
553,Kristiansund,NO,2021-05-25 22:39:54,63.1115,7.732,57.25,81,73,10.36
554,Biak,ID,2021-05-25 22:39:55,-0.9131,122.8766,77.94,80,89,5.88
555,Daru,PG,2021-05-25 22:39:55,-9.0763,143.2092,79.83,74,38,16.13
556,Warman,CA,2021-05-25 22:39:56,52.3168,-106.5679,46.85,62,90,13.27
557,Wuwei,CN,2021-05-25 22:39:56,37.9281,102.6414,57.69,28,46,6.58
558,Trelew,AR,2021-05-25 22:37:15,-43.249,-65.3051,47.23,43,70,2.35
